Category,Subcategory,Journal,Journal_cleaned,Subcategory_cleaned,Category_cleaned
Engineering & Computer Science,Evolutionary Computation,International Journal of Swarm Intelligence Research,internationaljournalofswarmintelligenceresearch,evolutionarycomputation,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Trends in Food Science & Technology,trendsinfoodsciencetechnology,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Food Chemistry,foodchemistry,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Critical Reviews in Food Science and Nutrition,criticalreviewsinfoodscienceandnutrition,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Food Hydrocolloids,foodhydrocolloids,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Food Research International,foodresearchinternational,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Foods,foods,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Comprehensive Reviews in Food Science and Food Safety,comprehensivereviewsinfoodscienceandfoodsafety,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Journal of Agricultural and Food Chemistry,journalofagriculturalandfoodchemistry,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,LWT,lwt,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Food Control,foodcontrol,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Food Packaging and Shelf Life,foodpackagingandshelflife,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Meat Science,meatscience,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Food Quality and Preference,foodqualityandpreference,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Current Opinion in Food Science,currentopinioninfoodscience,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Journal of Food Engineering,journaloffoodengineering,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Journal of the science of food and agriculture,journalofthescienceoffoodandagriculture,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Innovative Food Science & Emerging Technologies,innovativefoodscienceemergingtechnologies,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Postharvest Biology and Technology,postharvestbiologyandtechnology,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,International Journal of Food Microbiology,internationaljournaloffoodmicrobiology,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Food Science & Technology,Food Science and Nutrition,foodscienceandnutrition,foodsciencetechnology,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Applied Soft Computing,appliedsoftcomputing,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Knowledge-Based Systems,knowledgebasedsystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,IEEE Transactions on Fuzzy Systems,ieeetransactionsonfuzzysystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Soft Computing,softcomputing,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Complex & Intelligent Systems,complexintelligentsystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Journal of Intelligent & Fuzzy Systems,journalofintelligentfuzzysystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Fuzzy Sets and Systems,fuzzysetsandsystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,International Journal of Fuzzy Systems,internationaljournaloffuzzysystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Neutrosophic Sets and Systems,neutrosophicsetsandsystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,International Journal of Approximate Reasoning,internationaljournalofapproximatereasoning,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Granular Computing,granularcomputing,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,International Journal of Information Technology & Decision Making,internationaljournalofinformationtechnologydecisionmaking,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Fuzzy Optimization and Decision Making,fuzzyoptimizationanddecisionmaking,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,IEEE International Conference on Fuzzy Systems (FUZZ),ieeeinternationalconferenceonfuzzysystemsfuzz,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,International Journal of Neutrosophic Science (IJNS),internationaljournalofneutrosophicscienceijns,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Iranian Journal of Fuzzy Systems,iranianjournaloffuzzysystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,International Journal of General Systems,internationaljournalofgeneralsystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,International Journal for Uncertainty Quantification,internationaljournalforuncertaintyquantification,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,Journal of Fuzzy Extension and Applications,journaloffuzzyextensionandapplications,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Fuzzy Systems,International Journal of Uncertainty Fuzziness and Knowledge-Based Systems,internationaljournalofuncertaintyfuzzinessandknowledgebasedsystems,fuzzysystems,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Journal of Economic Behavior andamp; Organization,journalofeconomicbehaviorandamporganization,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Organizational Behavior and Human Decision Processes,organizationalbehaviorandhumandecisionprocesses,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,ACM Conference on Economics and Computation,acmconferenceoneconomicsandcomputation,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Journal of Economic Psychology,journalofeconomicpsychology,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Decision Sciences,decisionsciences,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Games and Economic Behavior,gamesandeconomicbehavior,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Journal of Behavioral and Experimental Economics,journalofbehavioralandexperimentaleconomics,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Experimental Economics,experimentaleconomics,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Theoretical Economics,theoreticaleconomics,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Simulation & Gaming,simulationgaming,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Group Decision and Negotiation,groupdecisionandnegotiation,gametheoryanddecisionscience,engineeringcomputerscience
Engineering & Computer Science,Game Theory and Decision Science,Journal of Artificial Societies and Social Simulation,journalofartificialsocietiesandsocialsimulation,gametheoryanddecisionscience,engineeringcomputerscience
